id,name,name_en,description,description_en,full_video_url,full_video_image_url,introduction,introduction_en,slug,slug_en,attribute_name,attribute_value
2,"Squats","Squats","<p>Tenez-vous debout, les pieds écartés à la largeur des épaules.</p><p>Abaissez votre corps en pliant les genoux et en poussant les hanches vers l'arrière.</p><p>Descendez jusqu'à ce que vos cuisses soient parallèles au sol.</p><p>Poussez avec vos talons pour revenir à la position de départ.</p>","<p>Stand with your feet shoulder-width apart.</p><p>Lower your body by bending your knees and pushing your hips back.</p><p>Descend until your thighs are parallel to the floor.</p><p>Push through your heels to return to the starting position.</p>",https://www.youtube.com/embed/YaXPRqUwItQ?autoplay=1,https://img.youtube.com/vi/YaXPRqUwItQ/hqdefault.jpg,"<p>Les <strong>squats</strong> sont un exercice fondamental qui cible les <strong>quadriceps</strong>, les <strong>fessiers</strong> et les <strong>ischio-jambiers</strong>. Excellent pour développer la force et la puissance des jambes.</p>","<p><strong>Squats</strong> are a fundamental exercise that targets the <strong>quadriceps</strong>, <strong>glutes</strong>, and <strong>hamstrings</strong>. Great for building leg strength and power.</p>",squats,squats,EQUIPMENT,BODY_ONLY
2,"Squats","Squats","<p>Tenez-vous debout, les pieds écartés à la largeur des épaules.</p><p>Abaissez votre corps en pliant les genoux et en poussant les hanches vers l'arrière.</p><p>Descendez jusqu'à ce que vos cuisses soient parallèles au sol.</p><p>Poussez avec vos talons pour revenir à la position de départ.</p>","<p>Stand with your feet shoulder-width apart.</p><p>Lower your body by bending your knees and pushing your hips back.</p><p>Descend until your thighs are parallel to the floor.</p><p>Push through your heels to return to the starting position.</p>",https://www.youtube.com/embed/YaXPRqUwItQ?autoplay=1,https://img.youtube.com/vi/YaXPRqUwItQ/hqdefault.jpg,"<p>Les <strong>squats</strong> sont un exercice fondamental qui cible les <strong>quadriceps</strong>, les <strong>fessiers</strong> et les <strong>ischio-jambiers</strong>. Excellent pour développer la force et la puissance des jambes.</p>","<p><strong>Squats</strong> are a fundamental exercise that targets the <strong>quadriceps</strong>, <strong>glutes</strong>, and <strong>hamstrings</strong>. Great for building leg strength and power.</p>",squats,squats,MECHANICS_TYPE,COMPOUND
3,"Tractions","Pull-ups","<p>Suspendez-vous à une barre de traction avec une prise en pronation.</p><p>Tirez votre corps vers le haut jusqu'à ce que votre menton dépasse la barre.</p><p>Abaissez-vous lentement jusqu'à revenir à la position de départ.</p><p>Gardez votre corps droit et évitez de vous balancer.</p>","<p>Hang from a pull-up bar with an overhand grip.</p><p>Pull your body up until your chin clears the bar.</p><p>Lower yourself slowly back to the starting position.</p><p>Keep your body straight and avoid swinging.</p>",https://www.youtube.com/embed/eGo4IYlbE5g?autoplay=1,https://img.youtube.com/vi/eGo4IYlbE5g/hqdefault.jpg,"<p>Les <strong>tractions</strong> sont un excellent exercice pour développer la force du <strong>dos</strong> et des <strong>biceps</strong>. Un exercice de base pour le haut du corps.</p>","<p><strong>Pull-ups</strong> are an excellent exercise for building <strong>back</strong> and <strong>biceps</strong> strength. A fundamental upper body exercise.</p>",tractions,pull-ups,TYPE,STRENGTH
3,"Tractions","Pull-ups","<p>Suspendez-vous à une barre de traction avec une prise en pronation.</p><p>Tirez votre corps vers le haut jusqu'à ce que votre menton dépasse la barre.</p><p>Abaissez-vous lentement jusqu'à revenir à la position de départ.</p><p>Gardez votre corps droit et évitez de vous balancer.</p>","<p>Hang from a pull-up bar with an overhand grip.</p><p>Pull your body up until your chin clears the bar.</p><p>Lower yourself slowly back to the starting position.</p><p>Keep your body straight and avoid swinging.</p>",https://www.youtube.com/embed/eGo4IYlbE5g?autoplay=1,https://img.youtube.com/vi/eGo4IYlbE5g/hqdefault.jpg,"<p>Les <strong>tractions</strong> sont un excellent exercice pour développer la force du <strong>dos</strong> et des <strong>biceps</strong>. Un exercice de base pour le haut du corps.</p>","<p><strong>Pull-ups</strong> are an excellent exercise for building <strong>back</strong> and <strong>biceps</strong> strength. A fundamental upper body exercise.</p>",tractions,pull-ups,PRIMARY_MUSCLE,BACK
3,"Tractions","Pull-ups","<p>Suspendez-vous à une barre de traction avec une prise en pronation.</p><p>Tirez votre corps vers le haut jusqu'à ce que votre menton dépasse la barre.</p><p>Abaissez-vous lentement jusqu'à revenir à la position de départ.</p><p>Gardez votre corps droit et évitez de vous balancer.</p>","<p>Hang from a pull-up bar with an overhand grip.</p><p>Pull your body up until your chin clears the bar.</p><p>Lower yourself slowly back to the starting position.</p><p>Keep your body straight and avoid swinging.</p>",https://www.youtube.com/embed/eGo4IYlbE5g?autoplay=1,https://img.youtube.com/vi/eGo4IYlbE5g/hqdefault.jpg,"<p>Les <strong>tractions</strong> sont un excellent exercice pour développer la force du <strong>dos</strong> et des <strong>biceps</strong>. Un exercice de base pour le haut du corps.</p>","<p><strong>Pull-ups</strong> are an excellent exercise for building <strong>back</strong> and <strong>biceps</strong> strength. A fundamental upper body exercise.</p>",tractions,pull-ups,SECONDARY_MUSCLE,BICEPS
3,"Tractions","Pull-ups","<p>Suspendez-vous à une barre de traction avec une prise en pronation.</p><p>Tirez votre corps vers le haut jusqu'à ce que votre menton dépasse la barre.</p><p>Abaissez-vous lentement jusqu'à revenir à la position de départ.</p><p>Gardez votre corps droit et évitez de vous balancer.</p>","<p>Hang from a pull-up bar with an overhand grip.</p><p>Pull your body up until your chin clears the bar.</p><p>Lower yourself slowly back to the starting position.</p><p>Keep your body straight and avoid swinging.</p>",https://www.youtube.com/embed/eGo4IYlbE5g?autoplay=1,https://img.youtube.com/vi/eGo4IYlbE5g/hqdefault.jpg,"<p>Les <strong>tractions</strong> sont un excellent exercice pour développer la force du <strong>dos</strong> et des <strong>biceps</strong>. Un exercice de base pour le haut du corps.</p>","<p><strong>Pull-ups</strong> are an excellent exercise for building <strong>back</strong> and <strong>biceps</strong> strength. A fundamental upper body exercise.</p>",tractions,pull-ups,EQUIPMENT,PULLUP_BAR
3,"Tractions","Pull-ups","<p>Suspendez-vous à une barre de traction avec une prise en pronation.</p><p>Tirez votre corps vers le haut jusqu'à ce que votre menton dépasse la barre.</p><p>Abaissez-vous lentement jusqu'à revenir à la position de départ.</p><p>Gardez votre corps droit et évitez de vous balancer.</p>","<p>Hang from a pull-up bar with an overhand grip.</p><p>Pull your body up until your chin clears the bar.</p><p>Lower yourself slowly back to the starting position.</p><p>Keep your body straight and avoid swinging.</p>",https://www.youtube.com/embed/eGo4IYlbE5g?autoplay=1,https://img.youtube.com/vi/eGo4IYlbE5g/hqdefault.jpg,"<p>Les <strong>tractions</strong> sont un excellent exercice pour développer la force du <strong>dos</strong> et des <strong>biceps</strong>. Un exercice de base pour le haut du corps.</p>","<p><strong>Pull-ups</strong> are an excellent exercise for building <strong>back</strong> and <strong>biceps</strong> strength. A fundamental upper body exercise.</p>",tractions,pull-ups,MECHANICS_TYPE,COMPOUND
4,"Planche","Plank","<p>Commencez en position de pompe, les bras tendus.</p><p>Maintenez votre corps droit de la tête aux talons.</p><p>Contractez vos abdominaux et gardez cette position.</p><p>Respirez normalement et maintenez la position aussi longtemps que possible.</p>","<p>Start in a push-up position with your arms extended.</p><p>Keep your body straight from head to heels.</p><p>Engage your core and hold this position.</p><p>Breathe normally and hold for as long as possible.</p>",https://www.youtube.com/embed/pSHjTRCQxIw?autoplay=1,https://img.youtube.com/vi/pSHjTRCQxIw/hqdefault.jpg,"<p>La <strong>planche</strong> est un exercice isométrique excellent pour renforcer les <strong>abdominaux</strong> et améliorer la stabilité du tronc.</p>","<p>The <strong>plank</strong> is an excellent isometric exercise for strengthening the <strong>core</strong> and improving trunk stability.</p>",planche,plank,TYPE,STRENGTH
4,"Planche","Plank","<p>Commencez en position de pompe, les bras tendus.</p><p>Maintenez votre corps droit de la tête aux talons.</p><p>Contractez vos abdominaux et gardez cette position.</p><p>Respirez normalement et maintenez la position aussi longtemps que possible.</p>","<p>Start in a push-up position with your arms extended.</p><p>Keep your body straight from head to heels.</p><p>Engage your core and hold this position.</p><p>Breathe normally and hold for as long as possible.</p>",https://www.youtube.com/embed/pSHjTRCQxIw?autoplay=1,https://img.youtube.com/vi/pSHjTRCQxIw/hqdefault.jpg,"<p>La <strong>planche</strong> est un exercice isométrique excellent pour renforcer les <strong>abdominaux</strong> et améliorer la stabilité du tronc.</p>","<p>The <strong>plank</strong> is an excellent isometric exercise for strengthening the <strong>core</strong> and improving trunk stability.</p>",planche,plank,PRIMARY_MUSCLE,ABDOMINALS
4,"Planche","Plank","<p>Commencez en position de pompe, les bras tendus.</p><p>Maintenez votre corps droit de la tête aux talons.</p><p>Contractez vos abdominaux et gardez cette position.</p><p>Respirez normalement et maintenez la position aussi longtemps que possible.</p>","<p>Start in a push-up position with your arms extended.</p><p>Keep your body straight from head to heels.</p><p>Engage your core and hold this position.</p><p>Breathe normally and hold for as long as possible.</p>",https://www.youtube.com/embed/pSHjTRCQxIw?autoplay=1,https://img.youtube.com/vi/pSHjTRCQxIw/hqdefault.jpg,"<p>La <strong>planche</strong> est un exercice isométrique excellent pour renforcer les <strong>abdominaux</strong> et améliorer la stabilité du tronc.</p>","<p>The <strong>plank</strong> is an excellent isometric exercise for strengthening the <strong>core</strong> and improving trunk stability.</p>",planche,plank,EQUIPMENT,BODY_ONLY
4,"Planche","Plank","<p>Commencez en position de pompe, les bras tendus.</p><p>Maintenez votre corps droit de la tête aux talons.</p><p>Contractez vos abdominaux et gardez cette position.</p><p>Respirez normalement et maintenez la position aussi longtemps que possible.</p>","<p>Start in a push-up position with your arms extended.</p><p>Keep your body straight from head to heels.</p><p>Engage your core and hold this position.</p><p>Breathe normally and hold for as long as possible.</p>",https://www.youtube.com/embed/pSHjTRCQxIw?autoplay=1,https://img.youtube.com/vi/pSHjTRCQxIw/hqdefault.jpg,"<p>La <strong>planche</strong> est un exercice isométrique excellent pour renforcer les <strong>abdominaux</strong> et améliorer la stabilité du tronc.</p>","<p>The <strong>plank</strong> is an excellent isometric exercise for strengthening the <strong>core</strong> and improving trunk stability.</p>",planche,plank,MECHANICS_TYPE,ISOLATION
5,"Développé couché haltères","Dumbbell Bench Press","<p>Allongez-vous sur un banc, un haltère dans chaque main.</p><p>Commencez avec les haltères au niveau de la poitrine, les coudes pliés.</p><p>Poussez les haltères vers le haut jusqu'à ce que vos bras soient presque tendus.</p><p>Abaissez lentement les haltères jusqu'à revenir à la position de départ.</p>","<p>Lie on a bench with a dumbbell in each hand.</p><p>Start with the dumbbells at chest level, elbows bent.</p><p>Push the dumbbells up until your arms are almost extended.</p><p>Lower the dumbbells slowly back to the starting position.</p>",https://www.youtube.com/embed/VmB1G1K7v94?autoplay=1,https://img.youtube.com/vi/VmB1G1K7v94/hqdefault.jpg,"<p>Le <strong>développé couché aux haltères</strong> cible les <strong>pectoraux</strong>, les <strong>épaules</strong> et les <strong>triceps</strong>. Excellent pour développer la force et la masse musculaire du haut du corps.</p>","<p>The <strong>dumbbell bench press</strong> targets the <strong>chest</strong>, <strong>shoulders</strong>, and <strong>triceps</strong>. Great for building upper body strength and muscle mass.</p>",developpe-couche-halteres,dumbbell-bench-press,TYPE,STRENGTH
5,"Développé couché haltères","Dumbbell Bench Press","<p>Allongez-vous sur un banc, un haltère dans chaque main.</p><p>Commencez avec les haltères au niveau de la poitrine, les coudes pliés.</p><p>Poussez les haltères vers le haut jusqu'à ce que vos bras soient presque tendus.</p><p>Abaissez lentement les haltères jusqu'à revenir à la position de départ.</p>","<p>Lie on a bench with a dumbbell in each hand.</p><p>Start with the dumbbells at chest level, elbows bent.</p><p>Push the dumbbells up until your arms are almost extended.</p><p>Lower the dumbbells slowly back to the starting position.</p>",https://www.youtube.com/embed/VmB1G1K7v94?autoplay=1,https://img.youtube.com/vi/VmB1G1K7v94/hqdefault.jpg,"<p>Le <strong>développé couché aux haltères</strong> cible les <strong>pectoraux</strong>, les <strong>épaules</strong> et les <strong>triceps</strong>. Excellent pour développer la force et la masse musculaire du haut du corps.</p>","<p>The <strong>dumbbell bench press</strong> targets the <strong>chest</strong>, <strong>shoulders</strong>, and <strong>triceps</strong>. Great for building upper body strength and muscle mass.</p>",developpe-couche-halteres,dumbbell-bench-press,PRIMARY_MUSCLE,CHEST
5,"Développé couché haltères","Dumbbell Bench Press","<p>Allongez-vous sur un banc, un haltère dans chaque main.</p><p>Commencez avec les haltères au niveau de la poitrine, les coudes pliés.</p><p>Poussez les haltères vers le haut jusqu'à ce que vos bras soient presque tendus.</p><p>Abaissez lentement les haltères jusqu'à revenir à la position de départ.</p>","<p>Lie on a bench with a dumbbell in each hand.</p><p>Start with the dumbbells at chest level, elbows bent.</p><p>Push the dumbbells up until your arms are almost extended.</p><p>Lower the dumbbells slowly back to the starting position.</p>",https://www.youtube.com/embed/VmB1G1K7v94?autoplay=1,https://img.youtube.com/vi/VmB1G1K7v94/hqdefault.jpg,"<p>Le <strong>développé couché aux haltères</strong> cible les <strong>pectoraux</strong>, les <strong>épaules</strong> et les <strong>triceps</strong>. Excellent pour développer la force et la masse musculaire du haut du corps.</p>","<p>The <strong>dumbbell bench press</strong> targets the <strong>chest</strong>, <strong>shoulders</strong>, and <strong>triceps</strong>. Great for building upper body strength and muscle mass.</p>",developpe-couche-halteres,dumbbell-bench-press,SECONDARY_MUSCLE,SHOULDERS
5,"Développé couché haltères","Dumbbell Bench Press","<p>Allongez-vous sur un banc, un haltère dans chaque main.</p><p>Commencez avec les haltères au niveau de la poitrine, les coudes pliés.</p><p>Poussez les haltères vers le haut jusqu'à ce que vos bras soient presque tendus.</p><p>Abaissez lentement les haltères jusqu'à revenir à la position de départ.</p>","<p>Lie on a bench with a dumbbell in each hand.</p><p>Start with the dumbbells at chest level, elbows bent.</p><p>Push the dumbbells up until your arms are almost extended.</p><p>Lower the dumbbells slowly back to the starting position.</p>",https://www.youtube.com/embed/VmB1G1K7v94?autoplay=1,https://img.youtube.com/vi/VmB1G1K7v94/hqdefault.jpg,"<p>Le <strong>développé couché aux haltères</strong> cible les <strong>pectoraux</strong>, les <strong>épaules</strong> et les <strong>triceps</strong>. Excellent pour développer la force et la masse musculaire du haut du corps.</p>","<p>The <strong>dumbbell bench press</strong> targets the <strong>chest</strong>, <strong>shoulders</strong>, and <strong>triceps</strong>. Great for building upper body strength and muscle mass.</p>",developpe-couche-halteres,dumbbell-bench-press,SECONDARY_MUSCLE,TRICEPS
5,"Développé couché haltères","Dumbbell Bench Press","<p>Allongez-vous sur un banc, un haltère dans chaque main.</p><p>Commencez avec les haltères au niveau de la poitrine, les coudes pliés.</p><p>Poussez les haltères vers le haut jusqu'à ce que vos bras soient presque tendus.</p><p>Abaissez lentement les haltères jusqu'à revenir à la position de départ.</p>","<p>Lie on a bench with a dumbbell in each hand.</p><p>Start with the dumbbells at chest level, elbows bent.</p><p>Push the dumbbells up until your arms are almost extended.</p><p>Lower the dumbbells slowly back to the starting position.</p>",https://www.youtube.com/embed/VmB1G1K7v94?autoplay=1,https://img.youtube.com/vi/VmB1G1K7v94/hqdefault.jpg,"<p>Le <strong>développé couché aux haltères</strong> cible les <strong>pectoraux</strong>, les <strong>épaules</strong> et les <strong>triceps</strong>. Excellent pour développer la force et la masse musculaire du haut du corps.</p>","<p>The <strong>dumbbell bench press</strong> targets the <strong>chest</strong>, <strong>shoulders</strong>, and <strong>triceps</strong>. Great for building upper body strength and muscle mass.</p>",developpe-couche-halteres,dumbbell-bench-press,EQUIPMENT,DUMBBELL
5,"Développé couché haltères","Dumbbell Bench Press","<p>Allongez-vous sur un banc, un haltère dans chaque main.</p><p>Commencez avec les haltères au niveau de la poitrine, les coudes pliés.</p><p>Poussez les haltères vers le haut jusqu'à ce que vos bras soient presque tendus.</p><p>Abaissez lentement les haltères jusqu'à revenir à la position de départ.</p>","<p>Lie on a bench with a dumbbell in each hand.</p><p>Start with the dumbbells at chest level, elbows bent.</p><p>Push the dumbbells up until your arms are almost extended.</p><p>Lower the dumbbells slowly back to the starting position.</p>",https://www.youtube.com/embed/VmB1G1K7v94?autoplay=1,https://img.youtube.com/vi/VmB1G1K7v94/hqdefault.jpg,"<p>Le <strong>développé couché aux haltères</strong> cible les <strong>pectoraux</strong>, les <strong>épaules</strong> et les <strong>triceps</strong>. Excellent pour développer la force et la masse musculaire du haut du corps.</p>","<p>The <strong>dumbbell bench press</strong> targets the <strong>chest</strong>, <strong>shoulders</strong>, and <strong>triceps</strong>. Great for building upper body strength and muscle mass.</p>",developpe-couche-halteres,dumbbell-bench-press,EQUIPMENT,BENCH
5,"Développé couché haltères","Dumbbell Bench Press","<p>Allongez-vous sur un banc, un haltère dans chaque main.</p><p>Commencez avec les haltères au niveau de la poitrine, les coudes pliés.</p><p>Poussez les haltères vers le haut jusqu'à ce que vos bras soient presque tendus.</p><p>Abaissez lentement les haltères jusqu'à revenir à la position de départ.</p>","<p>Lie on a bench with a dumbbell in each hand.</p><p>Start with the dumbbells at chest level, elbows bent.</p><p>Push the dumbbells up until your arms are almost extended.</p><p>Lower the dumbbells slowly back to the starting position.</p>",https://www.youtube.com/embed/VmB1G1K7v94?autoplay=1,https://img.youtube.com/vi/VmB1G1K7v94/hqdefault.jpg,"<p>Le <strong>développé couché aux haltères</strong> cible les <strong>pectoraux</strong>, les <strong>épaules</strong> et les <strong>triceps</strong>. Excellent pour développer la force et la masse musculaire du haut du corps.</p>","<p>The <strong>dumbbell bench press</strong> targets the <strong>chest</strong>, <strong>shoulders</strong>, and <strong>triceps</strong>. Great for building upper body strength and muscle mass.</p>",developpe-couche-halteres,dumbbell-bench-press,MECHANICS_TYPE,COMPOUND

